WKT,direccion,barrio,comuna,materiales,mas_info
POINT (-58.4216844461382 -34.6212646875087),INDEPENDENCIA AV. 3969,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4243867896686 -34.6214918339797),INDEPENDENCIA AV. 4141,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.427034489795 -34.6218733992922),INDEPENDENCIA AV. 4329,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4277966441776 -34.6215358859668),LA PLATA AV. 558,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4277960704746 -34.6207093389057),MEXICO 4388,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4283058119413 -34.6189757941818),LA PLATA AV. 358,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4272910662155 -34.6177378599376),MUÑIZ 360,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4273662088793 -34.6157750667106),MUÑIZ 178,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4290964358096 -34.6163026723554),LA PLATA AV. 91,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4246954909378 -34.6180082602319),REPUBLICA BOLIVARIANA DE VENEZUELA 4222,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4202134466055 -34.6176651439027),REPUBLICA BOLIVARIANA DE VENEZUELA 3852,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.416912585603 -34.6175580782725),BOEDO AV. 409,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4213828219682 -34.6188621256857),AGRELO 3949,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4206925911113 -34.6228948899041),ESTADOS UNIDOS 3908,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4274444260787 -34.6243780551339),LA PLATA AV. 751,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4248655826333 -34.6268073073305),SAN JUAN AV. 4256,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4226232602293 -34.6264756597446),SAN JUAN AV. 4092,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4192976342839 -34.625984612911),SAN JUAN AV. 3826,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4174277601832 -34.6257081257007),SAN JUAN AV. 3688,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4140546849696 -34.6252771654238),SAN JUAN AV. 3446,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4132899274015 -34.624099316414),HUMBERTO 1° 3371,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4147047478185 -34.6241997501313),MAZA 1056,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4149498056505 -34.6216967214591),MAZA 852,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4172255000996 -34.6233886570084),SAN IGNACIO 3655,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4136357929883 -34.6224228016461),LINIERS VIRREY 924,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4137098359129 -34.6155749631147),BELGRANO AV. 3358,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4218837563745 -34.6139394353981),YAPEYU 183,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4193576565375 -34.6120412957673),COLOMBRES 50,ALMAGRO,5,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4261982880554 -34.6123948312163),LEZICA 4250,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4286988813554 -34.6117947732703),YATAY 147,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4117105945448 -34.6375853246658),LINIERS VIRREY 2354,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.3558490316148 -34.6185426895865),CALLE BARRIO RODRIGO BUENO 2 801,PUERTO MADERO,1,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4590142197272 -34.5505404017014),3 DE FEBRERO 3005,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4593017719224 -34.5498846076241),GUAYRA 1888,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4571633025414 -34.5488057541241),GUAYRA 1640,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4608332057409 -34.5504694713169),GRECIA 3111,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4567639932633 -34.5509899972207),QUESADA 1750,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4545319165698 -34.5498286911653),QUESADA 1530,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4571850211198 -34.5533111060934),3 DE FEBRERO 2761,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4576525836853 -34.5514549953346),QUESADA 1840,NUÑEZ,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4558092974163 -34.5520300591297),CONGRESO 1742,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4532796094755 -34.5507060142435),CONGRESO 1514,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4600466188638 -34.5640652582762),JURAMENTO AV. 2780,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4712180851125 -34.5426444846347),VUELTA DE OBLIGADO 4373,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4653565492042 -34.5527156728626),CABILDO AV. 3210,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4641989803609 -34.5556071636058),CIUDAD DE LA PAZ 2950,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4658055852314 -34.5578022059151),VIDAL 2849,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4612078291969 -34.5585507855678),CIUDAD DE LA PAZ 2542,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4568802191258 -34.5599997070169),VUELTA DE OBLIGADO 2241,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4636513821136 -34.5661115282071),JURAMENTO 3123,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.466034869294 -34.5675251988282),JURAMENTO 3341,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4673076553571 -34.5652438686888),CONDE 2312,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4654855921505 -34.5636040536595),ZAPIOLA 2358,BELGRANO,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4616599991067 -34.5642048878648),CRAMER AV. 2153,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.459818610056 -34.5633186903481),MOLDES 2144,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4632578095193 -34.5499895765263),ARCOS 3291,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4650856986815 -34.5485410694647),NUÑEZ 2172,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.465837409992 -34.5456635142786),MANZANARES 2064,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4650617527996 -34.5457525287426),OHIGGINS 3715,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4676341351911 -34.5415149940804),CORREA 1935,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4697192005201 -34.5412105349453),ARCOS 4427,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4678079900498 -34.539525283089),ARIAS 1851,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4689835453271 -34.5371562909182),3 DE FEBRERO 4768,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4681777026374 -34.5386460997487),DEHEZA 1817,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4622298707144 -34.5437591410219),MANZANARES 1665,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.463783085275 -34.5440473787947),3 DE FEBRERO 3863,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4646530589494 -34.5428678024824),3 DE FEBRERO 4011,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.462260706887 -34.5444986713382),11 DE SEPTIEMBRE DE 1888 3724,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4555401423427 -34.5483721732666),DEL LIBERTADOR AV. 6964,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4560258017871 -34.5491082788818),IBERA 1585,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4574517423625 -34.5498421141394),IBERA 1729,NUÑEZ,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4529040199269 -34.5540522370606),MONROE 1655,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4545215773903 -34.5538346817111),ROOSEVELT FRANKLIN D. 1756,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.45568424106 -34.5534201992089),11 DE SEPTIEMBRE DE 1888 2694,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4526415948303 -34.5527851096731),ROOSEVELT FRANKLIN D. 1598,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4506598470141 -34.553428427285),DEL LIBERTADOR AV. 6350,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4532888269495 -34.5571293338991),OLAZABAL 1845,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4529169985728 -34.5555931250668),BLANCO ENCALADA 1734,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4537926552735 -34.5556239043695),11 DE SEPTIEMBRE DE 1888 2430,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4508936193913 -34.5551555709538),MONTAaESES 2328,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.448789627456 -34.5572914859999),JURAMENTO 1595,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4513102627914 -34.5565655396646),ARRIBEÑOS 2265,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.447912475148 -34.5586035447254),MONTAaESES 1986,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4547521287684 -34.5561387635581),3 DE FEBRERO 2441,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4547424169776 -34.5578346812145),OHIGGINS 2318,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4476226617095 -34.5629710373735),11 DE SEPTIEMBRE DE 1888 1650,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4541923948525 -34.5631125099154),VUELTA DE OBLIGADO 1917,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4284864884771 -34.6072643458578),POTOSI 4366,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4220843125492 -34.6158346648316),BELGRANO 3926,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4155668882069 -34.6166108715447),MAZA 464,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.423953436283 -34.6137433999517),DON BOSCO 4148,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4145871057105 -34.6260024394739),MAZA 1252,BOEDO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4229188873243 -34.6004309183632),GUARDIA VIEJA 4145,ALMAGRO,5,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4121205108185 -34.5878007742202),SANTA FE AV. 3344,PALERMO,14,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4475021440615 -34.5613635548051),ARRIBEÑOS 1771,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4507126880671 -34.5639573664171),ARCOS 1717,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4514535296983 -34.5664219943778),CABILDO AV. 1547,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.449722833412 -34.5665922700964),VUELTA DE OBLIGADO 1420,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4497767535813 -34.5675934803839),CABILDO AV. 1382,COLEGIALES,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4475815177314 -34.5644547829252),3 DE FEBRERO 1565,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4461760636753 -34.5646570254739),11 DE SEPTIEMBRE DE 1888 1480,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4458092487297 -34.5633251197039),ARRIBEÑOS 1555,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4462158577905 -34.5694266877607),CABILDO AV. 936,COLEGIALES,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4435619639587 -34.5707325740461),CABILDO AV. 666,COLEGIALES,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4433009763955 -34.5728217334608),MAURE 2569,COLEGIALES,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4448610217959 -34.5720340180138),OLLEROS 2593,COLEGIALES,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4453687710122 -34.5728510866562),OLLEROS 2691,COLEGIALES,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4428639184481 -34.6274198918383),LA NAVE 1085,CABALLITO,6,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4405740178727 -34.6259953295319),BARCO CENTENERA DEL 573,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4324419314254 -34.6270801155974),BEAUCHEF 834,CABALLITO,6,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4372386588877 -34.6279336511408),SAN JOSE DE CALASANZ 760,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4278517528321 -34.6223557944492),LA PLATA AV. 611,CABALLITO,6,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4479532740231 -34.5711197977932),PALPA 2570,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4480678512986 -34.572138144665),MOLDES 747,BELGRANO,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4491981739282 -34.5714292194222),AGUILAR 2692,BELGRANO,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.447651472279 -34.5696631775578),AGUILAR 2450,BELGRANO,13,Papel / Cartón,Los materiales deben estar limpios y secos
POINT (-58.4495383312797 -34.5700022151151),CESPEDES 2531,COLEGIALES,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4495246522165 -34.5685636994211),ZABALA 2450,COLEGIALES,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
POINT (-58.4525642369658 -34.569853934174),MOLDES 1258,COLEGIALES,13,Papel / Cartón / Plástico / Metal / Vidrio,Los materiales deben estar limpios y secos
