ID,OBJETO_OBRA,CANTIDAD_OBJETOS,MATERIAL,DENOMINACION_SIMBOLIZA,AUTORES,UBICACION,OBSERVACIONES,DIRECCION_NORMALIZADA,CALLE,ALTURA,BARRIO,COMUNA,CODIGA_POSTAL,CODIGO_POSTAL_ARGENTINO,LATITUD,LONGITUD,,,,,,,
1518,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 2707,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1519,PLACA,1,BRONCE,ESCUDO ESTADO DE SACHSEN,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1520,PLACA,1,BRONCE,NOMENCLATURA ESCUDO 2783,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1521,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,ESCUDO ESTADO DE BRANDENBURGO,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1522,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA ESCUDO 2752,,PLAZA REPUBLICA DE ALEMANIA,PLAZA REPUBLICA DE ALEMANIA,SCALABRINI ORTIZ, RAUL 2602,SCALABRINI ORTIZ, RAUL,2602,PALERMO,COMUNA 14,1425,C1425DBU,-34.5844382,-58.41494718,,,,,
1523,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,ESCUDO ARGENTINO,M.O.A.,PLAZA REPUBLICA DE BELGICA,PLAZA REPUBLICA DE BELGICA,FIGUEROA ALCORTA, PRES. AV. 3102,FIGUEROA ALCORTA, PRES. AV.,3102,PALERMO,COMUNA 14,1425,C1425CKX,-34.57936524,-58.40094853,,,,,
1525,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,ESCUDO BELGA,M.O.A.,PLAZA REPUBLICA DE BELGICA,PLAZA REPUBLICA DE BELGICA,FIGUEROA ALCORTA, PRES. AV. 3102,FIGUEROA ALCORTA, PRES. AV.,3102,PALERMO,COMUNA 14,1425,C1425CKX,-34.57936524,-58.40094853,,,,,
1526,ESTATUA,1,BRONCE,AFANES HOGARE?OS,WOUTERS, RIK,PLAZA REPUBLICA DE BELGICA,PLAZA REPUBLICA DE BELGICA,FIGUEROA ALCORTA, PRES. AV. 3102,FIGUEROA ALCORTA, PRES. AV.,3102,PALERMO,COMUNA 14,1425,C1425CKX,-34.57936524,-58.40094853,,,,
1527,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,,PLAZA REPUBLICA DE BELGICA,PLAZA REPUBLICA DE BELGICA,FIGUEROA ALCORTA, PRES. AV. 3102,FIGUEROA ALCORTA, PRES. AV.,3102,PALERMO,COMUNA 14,1425,C1425CKX,-34.57936524,-58.40094853,,,,,
1529,PLACA,1,CEMENTO PATINADO,HJE. A LA REPUBLICA DE BOLIVIA,M.O.A.,PLAZA REPUBLICA DE BOLIVIA,PLAZA REPUBLICA DE BOLIVIA,DEL LIBERTADOR AV. Y OLLEROS AV.,DEL LIBERTADOR AV.,,PALERMO,COMUNA 14,,,-34.56355859,-58.43664741,,,,,,,
1530,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A LA REPUBLICA DE BOLIVIA,,PLAZA REPUBLICA DE BOLIVIA,PLAZA REPUBLICA DE BOLIVIA,DEL LIBERTADOR AV. Y OLLEROS AV.,DEL LIBERTADOR AV.,,PALERMO,COMUNA 14,,,-34.56355859,-58.43664741,,,,,,,
1531,MONUMENTO,1,BRONCE,MARTIN MIGUEL DE GUEMES,ARRIGUTTI, MARIO,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,
1532,PLACA,1,ACERO INOXIDABLE,NOMENCLATURA OBRA 131,D.A.O.M.,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,,
1533,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 576,D.G.O.M. Y M.O.A.,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,,
1534,MONUMENTO,1,BRONCE,GREGORIO DE LAS HERAS,DAL PORTO, ORIO,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,
1535,PLACA,1,MAYOLICA,HJE. A JULIO SOSA,,AV F ALCORTA Y RAFAEL CASTILLA,AV F ALCORTA Y RAFAEL CASTILLA,FIGUEROA ALCORTA, PRES. AV. Y CASTILLA, RAMON, MARISCAL,FIGUEROA ALCORTA, PRES. AV.,,PALERMO,COMUNA 14,,,-34.57964501,-58.40022218,,,
1536,ESTATUA,1,BRONCE,EL ARQUERO,LAGOS, ALBERTO,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,
1537,PLACA,1,FIBRA POLIESTER,HJE. A SALVADOR ALLENDE,M.O.A.,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,,
1539,MONUMENTO,1,PIEDRA,VIRGEN DEL CARMEN DE CUYO,PIANNA, QUINTINO,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,
1540,MONUMENTO,1,BRONCE Y GRANITO,A.M.DE AGUADO-EL BIENHECHOR,ROSSELLI, VICENTE,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,
1541,MONUMENTO,1,BRONCE,MANUEL DE ARENALES,RUIZ, H.A.,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,
1542,MONUMENTO,1,BRONCE Y GRANITO,MARISCAL RAMON CASTILLA,TORROSIMO, VICENTE,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,
1543,MONUMENTO,1,BRONCE,GRL. JUAN MARTIN DE PUEYRREDON,VILADRICH, WILFREDO,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,
1544,PLACA,1,BRONCE,HJE.AL GENERAL O'HIGGINS,,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,,
1545,PLACA,1,MARMOL,HJE. A EVARISTO CARRIEGO,,CANTERO CENTRAL EVARISTO CARRIEGO,CANTERO CENTRAL EVARISTO CARRIEGO,,,,,,,,,,,,,,,,
1546,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL ALMTE.BLANCO ENCALADA,,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,,
1547,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A SALVADOR ALLENDE,,PLAZA REPUBLICA DE CHILE,PLAZA REPUBLICA DE CHILE,DEL LIBERTADOR AV. 2100,DEL LIBERTADOR AV.,2100,PALERMO,COMUNA 14,1425,C1425AAT,-34.5818478,-58.40236341,,,,,,,
1552,PLACA,1,MARMOL,HJE.A ESTEBAN ECHEVERRIA,,PZTA JUVENILIA,PZTA JUVENILIA,ALVEAR, MARCELO T. DE 600,ALVEAR, MARCELO T. DE,600,RETIRO,COMUNA 1,1058,C1058AAF,-34.59627232,-58.37530884,,,,,
1555,PLACA,1,BRONCE,HJE.DE LA POLICIA FED. A LA BANDERA,,AV ANTARTIDA ARG Y LOS INMIGRANTES,AV ANTARTIDA ARG Y LOS INMIGRANTES,ANTARTIDA ARGENTINA AV. Y DE LOS INMIGRANTES AV.,ANTARTIDA ARGENTINA AV.,,RETIRO,COMUNA 1,,,-34.58737618,-58.37184582,,,,,,,
1556,PLACA,1,BRONCE,HJE.IV*CENTENARIO FUND.DE BS.AS.,,PRIMER ESPIGON-DARSENA A,PRIMER ESPIGON-DARSENA A,,,,,,,,,,,,,,,,
1561,PLACA Y MONOLITO,1,CEMENTO PATINADO,NOMENCLATURA DE PLAZA,M.O.A.,PLAZA REPUBLICA DE JAMAICA,PLAZA REPUBLICA DE JAMAICA,BURELA 1232,BURELA,1232,PARQUE CHAS,COMUNA 15,1427,C1427BJB,-34.58922908,-58.48247925,,,,,,,
1562,ESCULTURA,1,ACERO,ALIMA?A,CARBAJAL, ENRIQUE,PLAZA REPUBLICA DE MEXICO,PLAZA REPUBLICA DE MEXICO,LA PAMPA 750,LA PAMPA,750,BELGRANO,COMUNA 13,1428,C1428DYP,-34.55507539,-58.43763845,,,,,,
1565,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,,PLAZA REPUBLICA DE MEXICO,PLAZA REPUBLICA DE MEXICO,LA PAMPA 750,LA PAMPA,750,BELGRANO,COMUNA 13,1428,C1428DYP,-34.55507539,-58.43763845,,,,,,,
1566,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.G.O.M.,PLAZA REPUBLICA DE PAKISTAN,PLAZA REPUBLICA DE PAKISTAN,PINEDO, INT. Y FIGUEROA ALCORTA, PRES. AV.,PINEDO, INT.,,PALERMO,COMUNA 14,,,-34.56403477,-58.42260421,,,,
1568,BUSTO,1,BRONCE,HO CHI MINH,TRAN VAN LAM,PLAZA REPUBLICA DE VIETNAM,PLAZA REPUBLICA DE VIETNAM,CONGRESO AV. Y HOLMBERG,CONGRESO AV.,,VILLA URQUIZA,COMUNA 12,,,-34.56486001,-58.48084058,,,,,,,
1569,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A LA REPUBLICA DEL CANADA,D.A.O.M.,PLAZA REPUBLICA DEL CANADA,PLAZA REPUBLICA DEL CANADA,ANTARTIDA ARGENTINA AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.,ANTARTIDA ARGENTINA AV.,,RETIRO,COMUNA 1,,,-34.58921376,-58.37101525,,,,,
1570,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.CENTENARIO CONFED.CANADIENSE,D.G.O.M.,PLAZA REPUBLICA DEL CANADA,PLAZA REPUBLICA DEL CANADA,ANTARTIDA ARGENTINA AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.,ANTARTIDA ARGENTINA AV.,,RETIRO,COMUNA 1,,,-34.58921376,-58.37101525,,,,,
1578,BUSTO,1,CEMENTO BLANCO,CORONEL JULIO FELIX BOGADO,FERRARO, JUAN CARLOS,PLAZA REPUBLICA DEL PARAGUAY,PLAZA REPUBLICA DEL PARAGUAY,PEÑA 2400,PEÑA,2400,RECOLETA,COMUNA 2,1125,C1125ACB,-34.58994462,-58.39854637,,,,,,
1579,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. AL PINO DE SAN LORENZO,,BARRIO GENERAL SAN MARTINN,BARRIO GENERAL SAN MARTINN,,,,,,,,,,,,,,,,
1580,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. MUSEO CORNELIO SAAVEDRA,,PARQUE GENERAL PAZ,PARQUE GENERAL PAZ,LARRALDE, CRISOLOGO AV. Y PAZ, GRAL. AV.,LARRALDE, CRISOLOGO AV.,,SAAVEDRA,COMUNA 12,,,-34.56926479,-58.50834609,,,,
1581,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.O.M. Y M.O.A.,PLAZA REPUBLICA DEL PERU,PLAZA REPUBLICA DEL PERU,FIGUEROA ALCORTA, PRES. AV. 3437,FIGUEROA ALCORTA, PRES. AV.,3437,PALERMO,COMUNA 14,1425,C1425CLA,-34.5768258,-58.40433093,,,,,
1582,MONUMENTO,1,MARMOL,GARCILASO DE LA VEGA-EL INCA,ROCA REY, JOAQUIN,PLAZA REPUBLICA DEL PERU,PLAZA REPUBLICA DEL PERU,FIGUEROA ALCORTA, PRES. AV. 3437,FIGUEROA ALCORTA, PRES. AV.,3437,PALERMO,COMUNA 14,1425,C1425CLA,-34.5768258,-58.40433093,,,,
1583,BUSTO,1,BRONCE,JOSE QUI?ONES,VIVANCO QUINTANILLA,PLAZA REPUBLICA DEL PERU,PLAZA REPUBLICA DEL PERU,FIGUEROA ALCORTA, PRES. AV. 3437,FIGUEROA ALCORTA, PRES. AV.,3437,PALERMO,COMUNA 14,1425,C1425CLA,-34.5768258,-58.40433093,,,,,
1584,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,INAUGURACION MUSEO SAAVEDRA,,MUSEO HISTORICO SAAVEDRA,MUSEO HISTORICO SAAVEDRA,LARRALDE, CRISOLOGO AV. 6309,LARRALDE, CRISOLOGO AV.,6309,SAAVEDRA,COMUNA 12,1431,C1431AQG,-34.56882647,-58.5074546,,,,,
1586,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL POLICIA CAIDO,,PARQUE PASEO DE LAS AMERICAS,PARQUE PASEO DE LAS AMERICAS,FIGUEROA ALCORTA, PRES. AV. 6700,FIGUEROA ALCORTA, PRES. AV.,6700,BELGRANO,COMUNA 13,1428,C1428BCP,-34.55076453,-58.43755598,,,,,
1589,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL POLICIA CAIDO,,PARQUE PASEO DE LAS AMERICAS,PARQUE PASEO DE LAS AMERICAS,FIGUEROA ALCORTA, PRES. AV. 6700,FIGUEROA ALCORTA, PRES. AV.,6700,BELGRANO,COMUNA 13,1428,C1428BCP,-34.55076453,-58.43755598,,,,,
1590,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL POLICIA CAIDO,,PARQUE PASEO DE LAS AMERICAS,PARQUE PASEO DE LAS AMERICAS,FIGUEROA ALCORTA, PRES. AV. 6700,FIGUEROA ALCORTA, PRES. AV.,6700,BELGRANO,COMUNA 13,1428,C1428BCP,-34.55076453,-58.43755598,,,,,
1591,BUSTO,1,BRONCE,ALMTE. MIGUEL GRAU SEMINARIO,,PLAZA REPUBLICA DEL PERU,PLAZA REPUBLICA DEL PERU,FIGUEROA ALCORTA, PRES. AV. 3437,FIGUEROA ALCORTA, PRES. AV.,3437,PALERMO,COMUNA 14,1425,C1425CLA,-34.5768258,-58.40433093,,,,,
1592,BUSTO,1,BRONCE,CNEL.FRANCISCO BOLOGNESI,,PLAZA REPUBLICA DEL PERU,PLAZA REPUBLICA DEL PERU,FIGUEROA ALCORTA, PRES. AV. 3437,FIGUEROA ALCORTA, PRES. AV.,3437,PALERMO,COMUNA 14,1425,C1425CLA,-34.5768258,-58.40433093,,,,,
1593,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL ALMTE. MIGUEL GRAU SEMINARIO,,PLAZA REPUBLICA DEL PERU,PLAZA REPUBLICA DEL PERU,FIGUEROA ALCORTA, PRES. AV. 3437,FIGUEROA ALCORTA, PRES. AV.,3437,PALERMO,COMUNA 14,1425,C1425CLA,-34.5768258,-58.40433093,,,,,
1595,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A JOSE GERVASIO DE ARTIGAS,D.A.O.M.,PLAZA REPUBLICA DEL URUGUAY,PLAZA REPUBLICA DEL URUGUAY,DEL LIBERTADOR AV. 1702,DEL LIBERTADOR AV.,1702,RECOLETA,COMUNA 2,1425,C1425AAQ,-34.58319728,-58.39752727,,,,,,,
1596,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA OBRA 42,D.A.O.M.,PLAZA REPUBLICA DEL URUGUAY,PLAZA REPUBLICA DEL URUGUAY,DEL LIBERTADOR AV. 1702,DEL LIBERTADOR AV.,1702,RECOLETA,COMUNA 2,1425,C1425AAQ,-34.58319728,-58.39752727,,,,,,,
1597,BUSTO,1,BRONCE,ROBERTO GOYENECHE,OCAMPO, COCA,PLAZA REPUBLICA DEL URUGUAY,PLAZA REPUBLICA DEL URUGUAY,DEL LIBERTADOR AV. 1702,DEL LIBERTADOR AV.,1702,RECOLETA,COMUNA 2,1425,C1425AAQ,-34.58319728,-58.39752727,,,,,,
1598,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A OSVALDO RUGGIERO,,PZTA ANDRES FLEMING,PZTA ANDRES FLEMING,,,,,,,,,,,,,,,,
1599,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A ROBERTO GOYENECHE,,PZTA CURUZU CUATIA,PZTA CURUZU CUATIA,CONDE 2952,CONDE,2952,COGHLAN,COMUNA 12,1428,C1428DBN,-34.55971489,-58.47240078,,,,,,,
1600,PLACA Y MONOLITO,1,GRANITO Y MAMPOSTERIA,HJE. AL DR. ALBERTO GNECCO,,AV MONROE Y CAZADORES,AV MONROE Y CAZADORES,MONROE Y CAZADORES,MONROE,,BELGRANO,COMUNA 13,,,-34.55031298,-58.44648018,,,,,,,
1603,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HOMENAJE,,AV DORREGO Y J A CABRERA,AV DORREGO Y J A CABRERA,DORREGO Y CABRERA, JOSE A.,DORREGO,,PALERMO,COMUNA 14,,,-34.58179431,-58.44343417,,,,,,
1606,PLACA,1,MARMOL,HJE. SOLAR EMPLAZAMIENTO CLUB RIVER PLA,,PLAZA REPUBLICA DEL URUGUAY,PLAZA REPUBLICA DEL URUGUAY,DEL LIBERTADOR AV. 1702,DEL LIBERTADOR AV.,1702,RECOLETA,COMUNA 2,1425,C1425AAQ,-34.58319728,-58.39752727,,,,,,,
1607,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,,PZTA ERNESTO PADILLA,PZTA ERNESTO PADILLA,ELCANO AV. Y MARTINEZ, ENRIQUE, GRAL.,ELCANO AV.,,COLEGIALES,COMUNA 13,,,-34.57564499,-58.45986832,,,,,
1608,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,,PZTA RIEGO Y NUÑEZ,PZTA RIEGO Y NU?EZ,ARCOS 1249,ARCOS,1249,PALERMO,COMUNA 14,1426,C1426BGC,-34.56750668,-58.44655939,,,,,,,
1609,PLACA Y MONOLITO,1,MARMOL Y MAMPOSTERIA,HJE.A WILLIAM C. MORRIS,,PZTA CNEL JORDAN C WYSOCKI,PZTA CNEL JORDAN C WYSOCKI,PINEDO, INT. Y MENDEZ, AGUSTIN,PINEDO, INT.,,PALERMO,COMUNA 14,,,-34.56296558,-58.42593676,,,,
1610,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A JEAN MERMOZ,,AV RAFAEL OBLIGADO (AEROPARQUE),AV RAFAEL OBLIGADO (AEROPARQUE),OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.,OBLIGADO RAFAEL, AV.COSTANERA,,PALERMO,COMUNA 14,,,-34.56791636,-58.40194257,,,,,
1612,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE. HIDROAVION BUENOS AIRES,,CANTERO CENTRAL HIDROAVION BUENOS,CANTERO CENTRAL HIDROAVION BUENOS,OBLIGADO RAFAEL, AV.COSTANERA Y SARMIENTO AV.,OBLIGADO RAFAEL, AV.COSTANERA,,PALERMO,COMUNA 14,,,-34.56791636,-58.40194257,,,,,
1613,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL DR.EMIR F. MERCADER,,CANTERO CENTRAL EMIR MERCADER,CANTERO CENTRAL EMIR MERCADER,,,,,,,,,,,,,,,,
1614,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.CLUB ORIENTAL AL GRL.ARTIGAS,,PLAZA REPUBLICA DEL URUGUAY,PLAZA REPUBLICA DEL URUGUAY,DEL LIBERTADOR AV. 1702,DEL LIBERTADOR AV.,1702,RECOLETA,COMUNA 2,1425,C1425AAQ,-34.58319728,-58.39752727,,,,,,,
1615,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A LUIS DE CAMOES,,PZTA PORTUGAL,PZTA PORTUGAL,CRAMER 1600,CRAMER,1600,COLEGIALES,COMUNA 13,1426,C1426AOH,-34.57028847,-58.45612374,,,,,,,
1616,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,BOSQUE DE LA MEMORIA,,PZTA DR CARLOS A PUEYRREDON,PZTA DR CARLOS A PUEYRREDON,BELLO, ANDRES Y ALSINA, VALENTIN AV.,BELLO, ANDRES,,PALERMO,COMUNA 14,,,-34.56267673,-58.42337262,,,,
1617,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A JOSE P. RIZAL,,PASEO REPUBLICA DE FILIPINAS,PASEO REPUBLICA DE FILIPINAS,DE LOS INCAS AV. Y FOREST AV.,DE LOS INCAS AV.,,COLEGIALES,COMUNA 13,,,-34.57510296,-58.46318821,,,,,,,
1619,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZA,D.O.M. Y M.O.A.,PLAZA REPUBLICA DOMINICANA,PLAZA REPUBLICA DOMINICANA,,,,,,,,,,,,,,,,
1620,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A CLEMENTE ONELLI,,JARDIN ZOOLOGICO,JARDIN ZOOLOGICO,SARMIENTO 2601,SARMIENTO,2601,BALVANERA,COMUNA 3,1045,C1045ABC,-34.60634337,-58.40364251,,,,,,,
1621,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.AL ANIMAL,,JARDIN ZOOLOGICO,JARDIN ZOOLOGICO,SARMIENTO 2601,SARMIENTO,2601,BALVANERA,COMUNA 3,1045,C1045ABC,-34.60634337,-58.40364251,,,,,,,
1622,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,,PZTA SCHOLEM ALEIJEM,PZTA SCHOLEM ALEIJEM,CORDOBA AV. Y LAVALLE,CORDOBA AV.,,PALERMO,COMUNA 14,,,-34.59774159,-58.423371,,,,,,,
1623,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.EX ALUMNOS ESC. DE JARDINEROS,,JARDIN BOTANICO,JARDIN BOTANICO,SANTA FE AV. 3951,SANTA FE AV.,3951,PALERMO,COMUNA 14,1425,C1425BHB,-34.58373108,-58.41788399,,,,,,,
1626,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PLAZOLETA,,PZTA CESAR IGLESIAS PAZ,PZTA CESAR IGLESIAS PAZ,SEGUI, JUAN FRANCISCO 3524,SEGUI, JUAN FRANCISCO,3524,PALERMO,COMUNA 14,1425,C1425ACB,-34.57940328,-58.4082301,,,,,
1627,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE JARDIN,,JARDIN JAPONES,JARDIN JAPONES,CASARES AV. 3401,CASARES AV.,3401,PALERMO,COMUNA 14,1425,C1425EWA,-34.57726013,-58.40986535,,,,,,,
1628,GRUPO ESCULTORICO,1,MARMOL,LA CAUTIVA,CORREA MORALES, L.,PLAZA REPUBLICA FEDERATIVA DE BRASIL,PLAZA REPUBLICA FEDERATIVA DE BRASIL,AZCUENAGA 1685,AZCUENAGA,1685,RECOLETA,COMUNA 2,1128,C1128AAA,-34.58977008,-58.39678999,,,,,,
1629,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A SCHOLEM ALEIJEM,,PZTA SCHOLEM ALEIJEM,PZTA SCHOLEM ALEIJEM,CORDOBA AV. Y LAVALLE,CORDOBA AV.,,PALERMO,COMUNA 14,,,-34.59774159,-58.423371,,,,,,,
1632,PLACA,1,BRONCE,HJE.A TIRADENTES,E.A.I.M.,PLAZA REPUBLICA FEDERATIVA DE BRASIL,PLAZA REPUBLICA FEDERATIVA DE BRASIL,AZCUENAGA 1685,AZCUENAGA,1685,RECOLETA,COMUNA 2,1128,C1128AAA,-34.58977008,-58.39678999,,,,,,,
1635,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,NOMENCLATURA DE PUENTE RECONQUISTA,,AVDAS JUAN B JUSTO Y CORDOBA,AVDAS JUAN B JUSTO Y CORDOBA,JUSTO, JUAN B. AV. Y CORDOBA AV.,JUSTO, JUAN B. AV.,,VILLA CRESPO,COMUNA 15,,,-34.58885372,-58.43825265,,,,,
1637,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A SCHOLEM ALEIJEM,,PZTA SCHOLEM ALEIJEM,PZTA SCHOLEM ALEIJEM,CORDOBA AV. Y LAVALLE,CORDOBA AV.,,PALERMO,COMUNA 14,,,-34.59774159,-58.423371,,,,,,,
1639,PLACA Y MONOLITO,1,BRONCE Y MAMPOSTERIA,HJE.A ALFONSINA STORNI,,JARDIN DE LOS POETAS,JARDIN DE LOS POETAS,ISABEL, INFANTA AV. 900,ISABEL, INFANTA AV.,900,PALERMO,COMUNA 14,1425,C1425CHA,-34.5700668,-58.42048287,,,,,
